Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,RJML,SSBL,CJPL
Anthony Santander,2024,B,BAL,29,3.3278,155,665,623993,2024,595,140,25,2,44,129,58,19.4,8.7,0.235,0.506,0.308,0.814,0.225,102,0,2,888,427,9,7,3,0,5,91,1789,0.233,0.456,0.345,0.328,0.308,11.7,9.1,18.5,2738,20.0,471,94.54,5.4,508,39.3,548.0,55.0,43.0,87.0,10.7,0.518,14551,-9.4739,19.5295,-2.7023,129.2195,"Santander, Anthony",9.0,Anthony Santander#,WHI,VM,NYZ
Daulton Varsho,2024,L,TOR,27,3.303,136,513,662139,2024,459,98,21,7,18,137,48,26.7,9.4,0.214,0.407,0.293,0.7,0.262,58,2,10,710,321,2,4,1,1,1,73,1296,0.189,0.325,0.304,0.265,0.271,6.2,9.0,19.1,2048,27.0,324,58.77,4.3,359,34.3,553.0,20.0,29.0,62.0,17.299999999999997,0.524,19918,13.7701,1.1116,1.5976,99.172,"Varsho, Daulton",879.0,Daulton Varsho*,GRF,MVR,MMA
Brendan Donovan,2024,L,STL,27,3.2473,153,652,680977,2024,587,163,34,3,14,81,47,12.4,7.2,0.278,0.417,0.342,0.759,0.3,73,5,5,846,477,4,13,0,0,5,65,1577,0.278,0.427,0.332,0.337,0.344,5.5,6.5,25.8,2487,14.6,511,87.241,5.4,425,37.8,363.0,28.0,33.0,132.0,5.2,0.479,24679,-0.0756,9.8081,-1.688,114.7446,"Donovan, Brendan",745.0,Brendan Donovan*,DAY,CB,FMB
Fernando Tatis Jr.,2024,R,SDP,25,3.2333,102,438,665487,2024,398,110,21,1,21,96,32,21.9,7.3,0.276,0.492,0.34,0.832,0.316,49,3,11,522,196,8,7,0,0,1,64,991,0.304,0.554,0.359,0.393,0.366,14.5,6.9,24.8,1551,28.1,303,66.914,6.0,327,46.2,436.0,44.0,21.0,75.0,14.599999999999998,0.458,19709,-1.519,18.2417,0.0067,134.8147,"Tatis Jr., Fernando",9.0,Fernando Tatis Jr.,ALA,SSF,HAM
Lawrence Butler,2024,L,OAK,23,3.2321,125,451,671732,2024,412,108,24,2,22,108,35,23.9,7.8,0.262,0.49,0.317,0.807,0.301,57,0,18,634,288,8,0,0,0,4,63,1154,0.265,0.486,0.345,0.347,0.323,11.0,5.8,26.9,1815,26.8,308,66.614,5.7,345,43.7,486.0,34.0,18.0,83.0,16.099999999999998,0.487,22542,-3.1104,19.3723,3.8204,130.1388,"Butler, Lawrence",9.0,Lawrence Butler*,HAR,PP,avail
Salvador Perez,2024,R,KCR,34,3.1605,158,652,521692,2024,590,160,28,0,27,129,44,19.8,6.7,0.271,0.456,0.33,0.786,0.302,104,0,0,658,231,17,11,9,0,6,58,1561,0.275,0.53,0.335,0.362,0.334,12.2,6.6,23.1,2301,27.8,467,86.402,5.1,442,41.9,640.0,57.0,31.0,108.0,13.1,0.508,7304,3.3158,5.5531,-5.626,114.9857,"Perez, Salvador",23.0,Salvador Perez,GH,SLB,STL
Nolan Arenado,2024,R,STL,33,3.1339,152,635,571448,2024,578,157,23,0,16,92,44,14.5,6.9,0.272,0.394,0.325,0.719,0.296,71,2,2,790,454,15,5,2,0,7,70,1602,0.256,0.361,0.314,0.297,0.313,3.2,5.1,28.2,2452,17.2,493,73.006,4.4,387,36.5,422.0,16.0,25.0,139.0,7.6,0.507,9777,9.5961,-0.3955,-2.0967,102.2403,"Arenado, Nolan",5.0,Nolan Arenado,CC,WAU,JFS
Joey Ortiz,2024,R,MIL,25,3.1305,142,511,687401,2024,440,105,25,6,11,103,56,20.2,11.0,0.239,0.398,0.329,0.727,0.283,60,6,11,733,501,10,6,0,3,6,58,1337,0.238,0.349,0.319,0.307,0.332,4.6,5.2,24.0,2124,17.0,346,59.549,4.5,342,33.8,361.0,16.0,18.0,83.0,9.2,0.519,25493,11.1458,2.1505,-0.1732,103.8027,"Ortiz, Joey",564.0,Joey Ortiz,RM,ECB,OCG
J.J. Bleday,2024,L,OAK,26,3.1263,159,642,668709,2024,572,139,43,4,20,125,67,19.5,10.4,0.243,0.437,0.324,0.761,0.279,60,3,2,892,408,8,2,2,1,0,74,1533,0.244,0.404,0.33,0.319,0.325,8.3,7.1,24.3,2483,26.1,448,82.537,5.0,425,39.7,648.0,37.0,32.0,109.0,9.1,0.474,26368,-3.2935,12.1645,-2.5592,120.0449,"Bleday, JJ",8.0,J.J. Bleday*,BRA,MVR,GAP
Victor Robles,2024,R,- - -,27,3.0936,91,295,645302,2024,254,78,20,0,4,53,21,18.0,7.1,0.307,0.433,0.381,0.814,0.37,28,2,34,320,116,2,11,0,6,3,44,674,0.261,0.4,0.357,0.328,0.342,6.2,4.8,22.4,1020,24.2,210,50.549,7.2,246,33.4,247.0,13.0,10.0,47.0,10.9,0.523,18363,-0.4832,20.6048,6.9754,140.718,"Robles, Victor",897.0,Victor Robles,PR,VM,RAH
Willi Castro,2024,B,MIN,27,3.0913,158,635,650489,2024,558,138,31,5,12,150,51,23.6,8.0,0.247,0.385,0.331,0.716,0.315,60,9,14,781,357,8,21,0,1,4,89,1647,0.246,0.389,0.317,0.322,0.333,7.0,8.0,26.6,2509,28.9,413,74.039,4.5,422,41.6,725.0,29.0,33.0,110.0,15.6,0.519,17338,3.9286,4.8368,-0.6399,107.5381,"Castro, Willi",64785.0,Willi Castro#,VAN,CW,ILK
Mark Vientos,2024,R,NYM,24,3.086,110,454,668901,2024,413,110,22,0,27,135,33,29.7,7.3,0.266,0.516,0.322,0.838,0.324,70,0,0,564,264,6,3,0,0,4,58,1133,0.248,0.475,0.356,0.335,0.308,14.1,7.1,23.3,1756,34.4,283,69.363,6.0,344,44.5,604.0,40.0,20.0,66.0,22.4,0.502,22184,-1.9114,16.8082,-1.982,134.9179,"Vientos, Mark",53.0,Mark Vientos,DV,SLB,SEA
Luis Garcia,2024,L,WSN,24,3.082,140,528,671277,2024,500,141,25,1,18,86,27,16.3,5.1,0.282,0.444,0.318,0.762,0.31,70,5,22,574,291,12,0,2,0,1,58,1265,0.28,0.46,0.328,0.333,0.317,8.0,5.8,23.9,1883,21.3,415,68.768,4.9,364,37.7,401.0,33.0,24.0,99.0,11.2,0.506,20391,4.837,7.4236,0.5548,110.8788,"García, Luis",4.0,Luis Garcia*,CAM,OCS,JFS
Wilyer Abreu,2024,L,BOS,25,3.0454,132,447,677800,2024,399,101,33,2,15,125,40,28.0,8.9,0.253,0.459,0.322,0.781,0.326,58,3,8,620,284,7,3,0,0,5,59,1152,0.23,0.423,0.336,0.318,0.306,10.8,7.5,23.3,1806,29.5,279,60.237,5.2,326,41.6,533.0,30.0,21.0,65.0,19.1,0.509,23772,6.1741,8.4138,1.2205,114.0649,"Abreu, Wilyer",97.0,Wilyer Abreu*,CK,IR,OBS
Yainer Diaz,2024,R,HOU,25,3.0437,148,619,673237,2024,585,175,29,3,16,107,24,17.3,3.9,0.299,0.441,0.325,0.766,0.338,84,0,2,608,222,22,2,1,0,8,70,1474,0.3,0.465,0.329,0.34,0.327,7.6,8.4,28.8,2128,24.0,486,77.991,4.8,402,44.8,511.0,37.0,41.0,140.0,13.4,0.488,23003,-1.4022,10.2405,-1.5406,116.6347,"Diaz, Yainer",23.0,Yainer Diaz,WHI,OCS,ANG
Carlos Santana,2024,B,MIN,38,3.0273,150,594,467793,2024,521,124,26,0,23,99,65,16.7,10.9,0.238,0.42,0.328,0.748,0.252,71,0,4,885,412,11,6,3,0,2,63,1461,0.247,0.422,0.326,0.33,0.337,7.3,6.6,23.1,2423,23.3,424,74.281,4.9,394,37.0,565.0,31.0,28.0,98.0,5.799999999999999,0.473,2396,1.0219,8.4909,-1.0913,114.0993,"Santana, Carlos",3.0,Carlos Santana#,RAM,SB,TBT
Jake McCarthy,2024,L,ARI,26,3.0186,142,495,664983,2024,442,126,13,7,8,78,31,15.8,6.3,0.285,0.4,0.349,0.749,0.329,56,6,25,543,308,4,14,1,5,3,66,1189,0.269,0.367,0.329,0.314,0.336,2.7,4.3,25.8,1786,17.5,372,66.872,5.4,356,32.8,313.0,10.0,16.0,96.0,9.5,0.529,21622,2.4324,10.3134,4.6161,109.6248,"McCarthy, Jake",897.0,Jake McCarthy*,RAC,WAU,OBS
Christian Yelich,2024,L,MIL,32,3.0117,73,315,592885,2024,270,85,12,3,11,58,40,18.4,12.7,0.315,0.504,0.406,0.91,0.366,42,1,21,476,180,3,2,3,1,1,44,760,0.298,0.481,0.391,0.376,0.392,7.9,8.9,27.1,1268,22.9,214,61.931,8.8,271,43.9,290.0,17.0,19.0,58.0,5.699999999999999,0.451,11477,-5.884,24.5566,4.7009,152.7114,"Yelich, Christian",7.0,Christian Yelich*,HVH,KR,OCG
Tyler Stephenson,2024,R,CIN,27,3.0101,138,515,663886,2024,457,118,26,1,19,117,48,22.7,9.3,0.258,0.444,0.338,0.782,0.307,66,0,1,711,340,9,8,2,0,2,69,1182,0.243,0.408,0.339,0.322,0.327,9.1,6.1,25.1,1947,22.7,342,70.037,5.4,367,40.3,442.0,31.0,21.0,86.0,13.4,0.466,17988,8.0426,3.955,-3.1879,111.5983,"Stephenson, Tyler",2.0,Tyler Stephenson,SV,ECB,OCG
Tyler Fitzgerald,2024,R,SFG,26,2.9796,96,341,666149,2024,314,88,19,2,15,108,22,31.7,6.5,0.28,0.497,0.334,0.831,0.38,34,4,17,436,234,2,4,0,0,1,53,868,0.232,0.387,0.357,0.295,0.29,8.2,4.8,26.1,1330,30.9,207,54.513,6.3,265,39.1,411.0,17.0,10.0,54.0,25.2,0.531,26208,0.6592,16.8363,3.8947,131.737,"Fitzgerald, Tyler",68473.0,Tyler Fitzgerald,WHI,SB,avail
Joc Pederson,2024,L,ARI,32,2.961,132,449,592626,2024,367,101,17,1,23,105,55,23.4,12.2,0.275,0.515,0.393,0.908,0.322,64,4,7,616,344,5,18,2,1,3,62,1140,0.268,0.491,0.391,0.381,0.389,12.8,5.6,24.8,1810,25.0,266,79.222,7.7,364,43.2,452.0,34.0,15.0,66.0,11.2,0.503,11899,-12.6389,26.3586,-1.141,151.2166,"Pederson, Joc",,Joc Pederson*,DV,SLB,HAM
Christian Walker,2024,R,ARI,33,2.9336,130,552,572233,2024,479,120,26,0,26,133,55,24.1,10.0,0.251,0.468,0.335,0.803,0.287,84,2,2,821,312,12,10,4,0,8,72,1424,0.249,0.465,0.343,0.354,0.341,13.3,7.1,23.2,2315,25.6,354,75.915,5.4,407,43.6,593.0,47.0,25.0,82.0,14.1,0.482,13419,0.5448,9.4797,-3.1861,119.1877,"Walker, Christian",3.0,Christian Walker,STE,MVR,STL
Josh H. Smith,2024,L,TEX,26,2.9206,149,592,669701,2024,523,135,30,1,13,121,46,20.4,7.8,0.258,0.394,0.337,0.731,0.311,62,2,11,765,403,6,18,1,2,3,67,1498,0.243,0.356,0.323,0.304,0.325,3.7,5.7,27.3,2327,21.7,407,74.432,5.0,391,36.7,505.0,15.0,23.0,111.0,12.599999999999998,0.515,26396,1.7775,6.7685,-0.5547,110.8119,"Smith, Josh",5679.0,Josh H. Smith*,HAL,avail,avail
Adley Rutschman,2024,B,BAL,26,2.8626,148,638,668939,2024,571,143,21,1,19,103,58,16.1,9.1,0.25,0.391,0.318,0.709,0.272,79,0,1,844,533,9,2,3,0,7,68,1686,0.258,0.402,0.309,0.319,0.328,6.1,4.8,29.3,2593,17.1,475,73.58,4.5,403,40.2,443.0,29.0,23.0,139.0,7.000000000000002,0.503,26288,6.6673,-0.2159,-2.9191,103.7032,"Rutschman, Adley",2.0,Adley Rutschman#,CK,MVR,BAB
Wyatt Langford,2024,R,TEX,22,2.8492,134,557,694671,2024,499,126,25,4,16,115,51,20.6,9.2,0.253,0.415,0.325,0.74,0.296,74,3,19,810,416,6,4,3,0,3,74,1382,0.26,0.434,0.321,0.333,0.333,9.3,6.5,23.0,2256,22.9,387,71.629,5.0,404,38.8,517.0,36.0,25.0,89.0,11.400000000000002,0.479,33333,-1.4787,10.5002,4.331,109.6804,"Langford, Wyatt",78.0,Wyatt Langford,avail,rook,rook
Miguel Rojas,2024,R,LAD,35,2.8155,103,337,500743,2024,307,87,21,0,6,34,23,10.1,6.8,0.283,0.41,0.337,0.747,0.301,36,2,8,401,214,8,3,0,2,2,41,777,0.283,0.367,0.327,0.314,0.339,2.5,2.2,30.0,1211,13.9,277,42.484,4.9,223,34.7,168.0,7.0,6.0,83.0,3.3,0.483,7802,11.7522,4.2883,-0.3336,111.4688,"Rojas, Miguel",645.0,Miguel Rojas,GH,avail,SEA
Alejandro Kirk,2024,R,TOR,25,2.797,103,386,672386,2024,340,86,19,1,5,51,35,13.2,9.1,0.253,0.359,0.319,0.678,0.276,54,0,0,487,268,11,2,1,0,9,23,964,0.257,0.397,0.297,0.324,0.332,6.7,7.0,25.2,1495,15.7,298,39.473,3.9,220,38.9,235.0,20.0,21.0,75.0,4.1,0.49,22581,20.3365,-6.1209,-3.481,94.0223,"Kirk, Alejandro",2.0,Alejandro Kirk,ROC,IR,ILK
Jonathan India,2024,R,CIN,27,2.7834,151,637,663697,2024,533,132,28,2,15,125,80,19.6,12.6,0.248,0.392,0.357,0.749,0.292,58,2,13,1013,563,16,15,0,2,7,84,1580,0.269,0.418,0.333,0.354,0.378,7.7,5.8,27.3,2652,19.2,417,80.431,5.1,428,40.8,509.0,32.0,24.0,114.0,7.000000000000002,0.467,21523,-0.0098,5.7497,-0.0135,107.5658,"India, Jonathan",4.0,Jonathan India,HVH,HOB,ILK
Jeremy Pena,2024,R,HOU,26,2.774,157,650,665161,2024,602,160,28,2,15,111,25,17.1,3.8,0.266,0.394,0.308,0.702,0.301,70,6,20,659,319,15,14,1,3,6,78,1550,0.269,0.404,0.305,0.313,0.313,5.4,5.4,23.2,2272,24.9,500,71.737,4.1,411,34.0,566.0,27.0,27.0,116.0,13.3,0.533,21636,3.052,2.1414,2.2014,99.9193,"Peña, Jeremy",6.0,Jeremy Pena,STE,WAU,LWC
Andres Gimenez,2024,L,CLE,25,2.7631,152,633,665926,2024,583,147,22,1,9,97,26,15.3,4.1,0.252,0.34,0.298,0.638,0.286,63,5,30,684,299,11,15,1,3,6,64,1653,0.265,0.362,0.281,0.299,0.313,2.8,4.4,26.9,2400,22.5,495,62.137,3.6,374,34.1,540.0,14.0,22.0,133.0,11.2,0.548,19950,15.7194,-10.065,2.2151,83.0442,"Giménez, Andrés",4.0,Andres Gimenez*,SV,PP,GDJ
Jordan Westburg,2024,R,BAL,25,2.7502,107,447,676059,2024,416,110,26,5,18,97,22,21.7,4.9,0.264,0.481,0.312,0.793,0.305,63,3,6,507,255,5,7,0,1,1,57,1088,0.284,0.498,0.34,0.355,0.331,11.8,9.0,23.4,1634,29.2,321,62.042,5.3,330,44.2,477.0,38.0,29.0,75.0,16.799999999999997,0.492,27815,-1.4861,13.2155,0.291,125.2714,"Westburg, Jordan",546.0,Jordan Westburg,DV,WAU,STL
Nathaniel Lowe,2024,L,TEX,28,2.7408,140,565,663993,2024,486,129,16,1,16,125,71,22.1,12.6,0.265,0.401,0.361,0.762,0.324,69,0,2,887,415,9,4,1,0,4,62,1422,0.254,0.386,0.337,0.329,0.354,5.8,6.8,26.3,2356,20.6,365,75.018,5.5,378,38.9,485.0,21.0,25.0,96.0,9.500000000000002,0.483,19566,-4.9345,12.6397,-0.9679,121.0502,"Lowe, Nathaniel",3.0,Nathaniel Lowe*,HAR,VM,LWC
Taylor Ward,2024,R,LAA,30,2.7242,156,663,621493,2024,585,144,26,2,25,163,63,24.6,9.5,0.246,0.426,0.323,0.749,0.294,75,4,6,928,499,11,7,0,0,8,73,1623,0.256,0.472,0.325,0.351,0.336,13.0,6.7,22.3,2599,25.5,430,82.385,4.8,433,42.0,663.0,56.0,29.0,96.0,15.1,0.485,17548,-1.4204,5.6986,-2.5693,110.8995,"Ward, Taylor",7.0,Taylor Ward,STE,VM,BAB
Jacob Young,2024,R,WSN,24,2.7178,150,521,696285,2024,468,120,24,1,3,102,30,19.6,5.8,0.256,0.331,0.316,0.647,0.321,36,10,33,630,406,11,12,0,9,2,75,1283,0.26,0.326,0.29,0.29,0.32,1.6,2.9,25.7,1955,18.2,377,51.096,3.6,326,30.2,356.0,6.0,11.0,97.0,13.8,0.54,29931,14.1591,-5.1919,4.1856,84.9485,"Young, Jacob",8.0,Jacob Young,RAC,CB,avail
Pete Crow-Armstrong,2024,L,CHC,22,2.7153,123,410,691718,2024,372,88,13,6,10,98,21,23.9,5.1,0.237,0.384,0.286,0.67,0.292,47,3,27,386,142,4,6,2,8,3,46,1004,0.23,0.377,0.289,0.285,0.281,7.4,6.0,20.7,1421,29.5,285,44.586,4.0,281,34.1,419.0,21.0,17.0,59.0,18.799999999999997,0.57,27769,14.0806,-1.4415,4.9213,87.0225,"Crow-Armstrong, Pete",8.0,Pete Crow-Armstrong*,GH,SIP,HAM
Will Smith,2024,R,LAD,29,2.7057,128,544,669257,2024,476,118,24,2,20,105,51,19.3,9.4,0.248,0.433,0.327,0.76,0.273,75,1,1,792,384,8,9,6,0,8,77,1434,0.243,0.451,0.326,0.333,0.326,10.8,8.4,22.2,2271,20.9,379,69.812,5.0,390,41.4,475.0,41.0,32.0,84.0,9.9,0.493,19197,2.3918,5.6927,-1.2096,110.6103,"Smith, Will",2.0,Will Smith,RAC,HOB,OBS
Brandon Nimmo,2024,L,NYM,31,2.6861,149,663,607043,2024,571,128,25,3,23,158,77,23.8,11.6,0.224,0.399,0.327,0.726,0.267,88,0,15,1004,441,6,12,1,0,3,87,1654,0.246,0.419,0.321,0.337,0.348,9.1,6.5,25.5,2747,23.4,416,82.821,4.9,478,41.1,643.0,38.0,27.0,106.0,12.2,0.478,12927,-4.9207,9.1195,2.4412,108.5263,"Nimmo, Brandon",78.0,Brandon Nimmo*,GNB,CB,ILK
Willson Contreras,2024,R,STL,32,2.6425,84,358,575929,2024,301,79,17,0,15,96,45,26.8,12.6,0.262,0.468,0.38,0.848,0.337,36,1,4,462,189,7,12,2,0,0,48,877,0.261,0.461,0.37,0.366,0.379,11.2,6.8,27.8,1382,35.0,205,56.27,6.6,263,45.8,484.0,23.0,14.0,57.0,14.2,0.499,11609,-1.8814,15.547,-1.6989,140.284,"Contreras, Willson",2.0,Willson Contreras,GNB,WAU,RAH
Ha-seong Kim,2024,R,SDP,28,2.6389,121,470,673490,2024,403,94,16,3,11,77,58,16.4,12.3,0.233,0.37,0.33,0.7,0.261,47,5,22,717,470,8,2,4,4,3,60,1223,0.249,0.36,0.308,0.316,0.348,4.8,4.8,23.7,1982,15.9,333,53.592,4.4,318,33.3,315.0,16.0,16.0,79.0,4.099999999999998,0.505,27506,7.0611,2.8409,2.3389,100.8933,"Kim, Ha-Seong",6.0,Ha-seong Kim,SV,PP,GDJ
Matt Olson,2024,L,ATL,30,2.6044,160,685,621566,2024,600,148,37,1,29,170,71,24.8,10.4,0.247,0.457,0.333,0.79,0.293,98,0,0,1012,384,15,9,5,0,5,78,1827,0.249,0.454,0.339,0.342,0.337,12.4,7.4,23.0,2947,26.3,435,92.072,5.3,486,42.8,775.0,54.0,32.0,100.0,14.4,0.494,14344,-8.4453,11.1536,-3.5828,118.2294,"Olson, Matt",3.0,Matt Olson*,CK,SIP,NYZ
Jose Iglesias,2024,R,NYM,34,2.5745,83,291,578428,2024,270,91,16,1,4,39,12,13.4,4.1,0.337,0.448,0.381,0.829,0.382,25,2,5,285,193,4,8,1,0,1,38,740,0.286,0.368,0.362,0.312,0.336,2.2,4.3,32.8,1075,15.2,232,46.568,6.8,199,39.3,163.0,5.0,10.0,76.0,9.3,0.519,10231,2.3191,13.2185,-0.3601,140.2658,"Iglesias, Jose",456.0,Jose Iglesias,avail,rook,rook
Matt Vierling,2024,R,DET,27,2.5741,144,567,663837,2024,518,133,28,5,16,121,41,21.3,7.2,0.257,0.423,0.312,0.735,0.303,57,1,6,809,466,9,3,1,0,5,80,1456,0.26,0.402,0.317,0.313,0.316,7.5,5.5,23.9,2312,19.5,402,69.48,4.7,380,36.9,451.0,30.0,22.0,96.0,14.1,0.501,21558,-2.0779,8.102,2.7444,108.2586,"Vierling, Matt",8597.0,Matt Vierling,RAC,OCS,STL
Gabriel Moreno,2024,R,ARI,24,2.5058,97,351,672515,2024,305,81,18,1,5,52,41,14.8,11.7,0.266,0.38,0.353,0.733,0.303,45,1,3,537,332,10,2,1,0,3,39,963,0.26,0.397,0.325,0.329,0.35,6.6,5.9,22.7,1532,18.5,256,41.865,4.7,230,35.2,283.0,17.0,15.0,58.0,3.1000000000000014,0.511,22664,9.723,2.8527,0.0662,106.6386,"Moreno, Gabriel",2.0,Gabriel Moreno,VAN,OCS,GDJ
Tyler O'Neill,2024,R,BOS,29,2.495,113,473,641933,2024,411,99,18,0,31,159,53,33.6,11.2,0.241,0.511,0.336,0.847,0.305,61,0,4,725,326,13,7,5,0,2,74,1211,0.218,0.491,0.36,0.342,0.317,17.3,7.9,15.4,1984,34.1,254,70.197,5.8,365,40.6,677.0,44.0,20.0,39.0,22.4,0.506,15711,-7.6302,16.0218,-0.7508,130.9929,"O'Neill, Tyler",79.0,Tyler O'Neill,BRA,PP,HAM
Otto Lopez,2024,R,MIA,25,2.4929,117,434,672640,2024,403,109,23,1,6,75,25,17.3,5.8,0.27,0.377,0.313,0.69,0.318,39,4,20,461,254,13,1,0,2,2,49,1048,0.277,0.402,0.302,0.316,0.32,5.1,4.8,27.4,1545,21.8,332,46.666,4.0,265,37.3,337.0,17.0,16.0,91.0,11.5,0.518,19608,12.198,-2.5114,2.3738,90.587,"Lopez, Otto",4657.0,Otto Lopez,avail,rook,rook
Brice Turang,2024,L,MIL,24,2.4894,155,619,668930,2024,559,142,24,4,7,105,50,17.0,8.1,0.254,0.349,0.316,0.665,0.3,57,6,50,778,454,8,2,1,5,3,72,1632,0.263,0.344,0.294,0.298,0.325,2.4,2.6,28.4,2470,13.7,462,69.331,4.3,410,33.4,338.0,11.0,12.0,131.0,8.9,0.536,22186,5.6326,-2.1392,7.2427,87.3254,"Turang, Brice",4.0,Brice Turang*,STE,SB,HAM
Michael Busch,2024,L,CHC,26,2.3826,152,567,683737,2024,496,123,28,2,21,162,63,28.6,11.1,0.248,0.44,0.335,0.775,0.322,65,1,2,856,376,9,4,1,0,4,73,1444,0.221,0.428,0.336,0.321,0.313,11.2,6.5,20.7,2365,28.4,338,75.644,5.3,394,38.4,672.0,38.0,22.0,70.0,17.5,0.501,26319,-6.867,11.0572,-1.5979,118.6643,"Busch, Michael",34.0,Michael Busch*,GH,HOB,MMA
Dylan Moore,2024,R,SEA,31,2.377,135,441,664238,2024,368,74,23,4,10,123,53,27.9,12.0,0.201,0.367,0.32,0.687,0.267,42,6,32,648,334,8,14,1,1,5,53,1099,0.206,0.336,0.306,0.302,0.327,8.8,6.0,23.9,1804,24.8,251,49.51,4.3,306,38.7,447.0,22.0,15.0,60.0,15.9,0.502,18042,1.5301,6.786,4.1218,105.2803,"Moore, Dylan",65473.0,Dylan Moore,HAL,SIP,avail
Brandon Marsh,2024,L,PHI,26,2.371,135,476,669016,2024,418,104,17,3,16,154,50,32.4,10.5,0.249,0.419,0.328,0.747,0.348,60,3,19,742,387,2,2,0,1,5,55,1216,0.24,0.417,0.326,0.328,0.325,10.0,11.9,27.4,2007,27.5,270,63.928,5.3,341,49.3,552.0,27.0,32.0,74.0,21.9,0.473,20202,-0.5591,7.6674,2.9219,108.3369,"Marsh, Brandon",789.0,Brandon Marsh*,VAN,WAU,GDJ
Austin Riley,2024,R,ATL,27,2.3684,110,469,663586,2024,425,109,26,2,19,118,37,25.2,7.9,0.256,0.461,0.322,0.783,0.31,56,0,0,616,253,6,5,0,0,2,63,1166,0.272,0.517,0.338,0.366,0.338,14.9,8.4,20.7,1822,27.5,309,64.295,5.4,332,44.0,501.0,46.0,26.0,64.0,17.299999999999997,0.491,18360,-0.4305,7.7469,-1.1876,115.9304,"Riley, Austin",5.0,Austin Riley,VAN,VM,BAB
Kerry Carpenter,2024,L,DET,26,2.3583,87,296,681481,2024,264,75,16,5,18,75,22,25.3,7.4,0.284,0.587,0.345,0.932,0.328,57,2,0,361,163,5,4,1,0,3,37,734,0.269,0.57,0.39,0.385,0.336,17.7,5.7,23.4,1131,30.3,192,52.313,7.1,250,46.8,343.0,34.0,11.0,45.0,17.9,0.49,25961,-5.5153,18.4827,-1.7108,159.6268,"Carpenter, Kerry",97.0,Kerry Carpenter*,GNB,WC,BAB
Max Muncy,2024,L,LAD,33,2.3289,73,293,571970,2024,237,55,17,0,15,77,45,26.3,15.4,0.232,0.494,0.358,0.852,0.265,48,0,1,464,211,1,5,3,0,6,47,702,0.232,0.46,0.362,0.353,0.36,10.8,11.4,22.9,1208,31.0,166,47.158,6.7,247,45.1,374.0,18.0,19.0,38.0,10.9,0.457,13301,1.0968,11.6964,-0.4991,134.8066,"Muncy, Max",5.0,Max Muncy*,GNB,CW,OBS
Cedric Mullins,2024,L,BAL,29,2.3037,147,499,656775,2024,444,104,16,3,18,98,41,19.6,8.2,0.234,0.405,0.305,0.71,0.261,54,6,32,652,253,1,5,0,2,2,69,1249,0.23,0.363,0.31,0.293,0.301,4.9,5.4,21.4,1938,18.9,350,60.986,4.7,358,31.7,366.0,17.0,19.0,75.0,11.400000000000002,0.53,17929,-0.2677,5.9407,3.2682,104.6811,"Mullins II, Cedric",8.0,Cedric Mullins*,CAM,IR,WAW
Luke Raley,2024,L,SEA,29,2.2752,137,455,670042,2024,404,98,19,2,22,135,27,29.7,5.9,0.243,0.463,0.32,0.783,0.305,58,2,11,554,213,2,20,0,2,2,58,1101,0.226,0.432,0.339,0.32,0.306,11.0,8.1,18.3,1713,34.5,273,64.153,5.5,337,37.4,591.0,30.0,22.0,50.0,23.799999999999997,0.524,19354,-8.4691,15.3328,0.3929,128.6983,"Raley, Luke",7398.0,Luke Raley*,ROC,KR,HAM
Heliot Ramos,2024,R,SFG,24,2.2581,121,518,671218,2024,475,128,23,3,22,135,37,26.1,7.1,0.269,0.469,0.322,0.791,0.329,72,1,6,654,287,12,2,2,0,4,54,1299,0.253,0.491,0.339,0.34,0.31,14.5,5.5,18.9,2011,28.7,344,70.703,5.2,359,38.9,577.0,50.0,19.0,65.0,19.0,0.513,22515,-6.926,11.543,-0.6273,119.6472,"Ramos, Heliot",879.0,Heliot Ramos,RAM,SSF,avail
Josh Naylor,2024,L,CLE,27,2.2572,152,633,647304,2024,563,137,27,0,31,105,58,16.6,9.2,0.243,0.456,0.32,0.776,0.246,108,2,6,791,289,17,7,7,0,4,84,1438,0.257,0.448,0.332,0.334,0.333,8.4,6.1,22.9,2284,22.4,462,80.288,4.8,470,37.4,512.0,39.0,28.0,106.0,7.400000000000002,0.478,18839,-9.9542,10.7106,-2.5354,118.2895,"Naylor, Josh",3.0,Josh Naylor*,SV,HOB,BAB
Jake Rogers,2024,R,DET,29,2.2517,102,337,668670,2024,310,61,16,1,10,99,22,29.4,6.5,0.197,0.352,0.255,0.607,0.251,36,0,1,414,217,6,3,1,0,2,43,816,0.221,0.419,0.264,0.3,0.278,9.9,9.4,21.6,1258,32.7,213,27.727,2.9,198,40.9,411.0,21.0,20.0,46.0,22.9,0.51,19452,22.4614,-11.8923,-0.6397,70.816,"Rogers, Jake",2.0,Jake Rogers,TB,SLB,NYZ
