,Name,Pos,Age,PA,R,RBI,2B,HR,SB,CS,bb%,k%,RC27,OPS,XWOBA,O,Def,BsR,WAR,wRC+,RJML,SSBL,CJPL,key_FG,avgL,obpL,slgL,opsL,avgR,obpR,slgR,opsR
234,Brendan Rodgers,4,27,539,67,54,29,13,1,0,5.8,24.5,4.4,0.721,0.297,337,-1.549,-0.8702,0.7802,87.6299,DV,PP,RAH,17907,0.311,0.364,0.455,0.819,0.252,0.296,0.39,0.686
235,Christian Vazquez,25,33,315,29,27,10,7,3,1,3.5,20.6,2.3,0.575,0.269,153,13.8778,-2.5417,0.7794,60.3523,GH,IR,WWL,9774,0.2,0.223,0.333,0.556,0.23,0.259,0.324,0.583
236,Andy Ibanez,45376,31,244,30,32,9,5,2,3,6.1,25.8,3.6,0.652,0.269,152,3.2073,-0.1637,0.7742,86.8168,RAC,TT,GAP,18819,0.292,0.357,0.445,0.802,0.161,0.189,0.218,0.407
237,Giancarlo Stanton,0,34,459,49,72,20,27,0,0,8.3,31.2,4.4,0.773,0.356,315,-11.7747,-4.3501,0.774,115.842,CC,avail,RAH,4949,0.238,0.3,0.405,0.705,0.23,0.298,0.505,0.803
238,Ramon Laureano,978,29,309,34,32,16,11,8,3,4.9,31.1,4.7,0.748,0.317,202,-3.6183,-0.7284,0.7556,104.0653,HAR,SLB,NYZ,17128,0.305,0.343,0.526,0.869,0.236,0.295,0.393,0.688
239,Adrian Del Castillo*,2,24,87,12,19,5,4,1,1,8.0,32.2,7.2,0.893,0.299,75,0.3779,-0.8638,0.7479,146.4347,avail,rook,rook,29554,0.444,0.444,0.556,1.0,0.274,0.348,0.516,0.864
240,Sean Murphy,2,29,264,18,25,5,10,0,0,10.2,25.4,3.2,0.636,0.308,138,6.1549,-0.344,0.7393,76.4744,HAR,ECB,ANG,19352,0.175,0.257,0.397,0.654,0.2,0.294,0.335,0.629
241,Abraham Toro#,5437,27,364,34,26,17,6,4,2,5.5,17.0,3.6,0.643,0.293,197,-0.0987,0.6043,0.7389,86.832,SV,avail,avail,19844,0.286,0.312,0.416,0.728,0.227,0.287,0.331,0.618
242,Enrique Hernandez,537684,32,393,44,42,16,12,0,0,6.9,19.6,3.2,0.654,0.285,224,1.108,0.4932,0.7045,83.2629,RAC,avail,MMA,10472,0.235,0.278,0.404,0.682,0.226,0.282,0.354,0.636
243,Dane Myers,987,28,108,17,19,6,3,4,1,7.4,33.3,5.8,0.775,0.322,89,1.4215,0.1357,0.6979,112.4192,avail,avail,avail,22054,0.281,0.348,0.509,0.857,0.237,0.31,0.342,0.652
244,Nathan Lukes*,798,29,91,13,10,4,1,1,0,11.0,9.9,6.4,0.818,0.327,68,-0.1792,0.4676,0.6882,132.0953,avail,avail,avail,18123,0.167,0.286,0.25,0.536,0.328,0.387,0.484,0.871
245,Miguel Amaya,2,25,363,32,47,13,8,0,0,6.3,17.1,3.5,0.645,0.302,215,4.6793,-2.7114,0.6779,82.7431,HAL,PP,ILK,21693,0.163,0.207,0.256,0.463,0.256,0.316,0.393,0.709
246,Rece Hinds,9,23,51,9,11,4,5,2,0,7.8,31.4,9.4,1.05,0.396,55,-0.8162,1.1197,0.6778,174.792,avail,rook,rook,27493,0.111,0.2,0.278,0.478,0.357,0.419,1.0,1.419
247,Nolan Schanuel*,3,22,607,62,54,19,13,10,1,11.2,17.0,4.5,0.705,0.322,366,-13.0074,-3.4792,0.6686,103.9284,PR,VM,FMB,33189,0.244,0.338,0.353,0.691,0.252,0.345,0.365,0.71
248,Sam Hilliard*,789,30,158,26,27,5,10,5,2,8.9,35.4,4.9,0.812,0.3,131,-0.7923,0.7071,0.6644,106.6559,avail,avail,avail,17954,0.3,0.286,0.725,1.011,0.214,0.312,0.418,0.73
249,Gio Urshela,53,32,461,34,51,19,9,0,0,5.0,15.6,3.4,0.647,0.302,243,3.9273,-2.6775,0.6616,80.894,STE,CW,WAW,10681,0.177,0.243,0.219,0.462,0.271,0.299,0.402,0.701
250,Trevor Story,6,31,106,8,10,7,2,6,3,10.4,31.1,4.5,0.734,0.258,66,2.5249,-0.0651,0.6363,101.3879,CC,HOB,FMB,12564,0.167,0.25,0.222,0.472,0.276,0.36,0.434,0.794
251,Junior Caminero,53,20,177,15,18,9,6,2,0,6.2,21.5,4.5,0.723,0.3,109,-0.7549,-0.1277,0.6326,105.4702,PR,MVR,RAH,28163,0.346,0.414,0.423,0.837,0.23,0.277,0.424,0.701
252,Jhonkensy Noel,93,22,198,25,28,7,13,0,0,6.6,31.8,5.0,0.774,0.325,144,-4.1148,-0.5501,0.6103,117.5421,avail,rook,rook,24257,0.246,0.302,0.667,0.969,0.205,0.281,0.402,0.683
253,Will Wagner*,4,25,86,8,11,6,2,0,0,4.7,18.6,5.2,0.788,0.357,55,0.9413,-0.4373,0.606,125.3786,avail,rook,rook,29634,0.19,0.227,0.333,0.56,0.344,0.375,0.492,0.867
254,Leo Jimenez,64,23,210,18,19,11,4,0,0,5.7,28.1,4.0,0.687,0.314,119,-0.1586,-1.4735,0.6017,101.9076,avail,rook,rook,23782,0.288,0.377,0.442,0.819,0.205,0.309,0.323,0.632
255,Alex Verdugo*,798,28,621,74,61,28,13,2,1,7.9,15.0,3.4,0.647,0.304,360,-0.4656,-2.458,0.5992,83.1474,PR,TBD,MBL,17027,0.228,0.311,0.281,0.592,0.235,0.282,0.388,0.67
256,Rafael Marchan#,2,25,56,8,6,4,3,0,0,5.4,14.3,6.8,0.894,0.394,43,1.3247,-0.5145,0.5955,146.1547,avail,rook,rook,21646,0.273,0.304,0.591,0.895,0.31,0.375,0.517,0.892
257,Alec Burleson*,973,25,595,71,78,20,21,9,4,5.9,12.8,4.7,0.734,0.329,395,-14.9924,-3.0504,0.5901,105.5448,HOM,OCS,JFS,27615,0.195,0.229,0.286,0.515,0.292,0.341,0.464,0.805
258,J.D. Martinez,0,36,495,46,69,24,16,0,0,9.9,28.5,4.2,0.726,0.356,313,-12.5309,-2.3403,0.5838,107.1109,STE,NB,ILK,6184,0.263,0.37,0.466,0.836,0.225,0.3,0.383,0.683
259,Triston Casas*,3,24,243,28,32,8,13,0,1,12.3,31.7,5.2,0.799,0.33,169,-5.613,-2.1627,0.5692,118.6588,HOM,ECB,RAH,22514,0.25,0.311,0.446,0.757,0.237,0.346,0.468,0.814
260,Trey Sweeney*,6,24,119,11,17,5,4,2,0,5.9,26.9,3.3,0.642,0.301,72,4.3012,-0.2655,0.5659,81.4679,avail,rook,rook,29575,0.269,0.345,0.423,0.768,0.202,0.244,0.357,0.601
261,Danny Jansen,2,29,324,35,24,13,9,0,0,12.3,18.8,3.9,0.658,0.292,186,-0.5785,-1.0802,0.5616,90.0094,ALA,OCS,TBT,16535,0.237,0.372,0.342,0.714,0.193,0.283,0.351,0.634
262,Nick Fortes,2,27,335,28,29,16,4,0,1,3.3,12.2,2.6,0.577,0.245,166,13.7211,-2.2474,0.5571,56.9801,RM,OCS,SEA,21538,0.196,0.235,0.299,0.534,0.242,0.27,0.327,0.597
263,Kevin Pillar,879,35,314,38,45,16,8,12,3,5.1,22.0,3.5,0.668,0.277,208,-2.2273,1.4121,0.5474,87.8904,CC,avail,avail,12434,0.31,0.352,0.5,0.852,0.173,0.25,0.292,0.542
264,Elias Diaz,2,33,351,27,39,20,6,0,0,5.7,19.7,3.7,0.695,0.28,193,4.3239,-2.898,0.5439,81.3059,CC,SB,FMB,11680,0.253,0.294,0.337,0.631,0.27,0.321,0.4,0.721
265,Austin Barnes,2,34,156,12,11,3,1,3,0,9.0,23.1,3.8,0.638,0.269,81,2.4506,0.1334,0.5355,86.098,BRA,avail,MMA,12158,0.368,0.429,0.421,0.85,0.225,0.295,0.265,0.56
266,Kyle Farmer,456,33,242,26,25,13,5,3,5,7.9,20.2,3.1,0.646,0.295,139,4.449,-3.163,0.5346,84.9185,CAM,SR,OBS,14813,0.262,0.331,0.421,0.752,0.167,0.258,0.287,0.545
267,Luis Robert Jr.,8,26,425,47,35,19,14,23,6,6.6,33.2,3.5,0.657,0.283,256,-2.2191,0.9752,0.528,83.9383,VAN,ECB,BAB,20043,0.194,0.299,0.269,0.568,0.233,0.271,0.413,0.684
268,Starling Marte,9,35,370,44,40,13,7,16,1,7.3,21.9,4.6,0.715,0.338,247,-9.9767,1.9567,0.5273,102.2286,TB,avail,GAP,9241,0.31,0.384,0.46,0.844,0.251,0.302,0.357,0.659
269,Brett Wisely*,465,25,272,25,31,13,4,2,3,4.8,23.9,3.2,0.623,0.26,152,5.3561,-1.1834,0.5237,74.918,avail,avail,avail,27735,0.298,0.322,0.509,0.831,0.221,0.265,0.297,0.562
270,Connor Joe,397,31,416,49,36,22,9,2,2,10.6,21.9,4.1,0.688,0.279,253,-4.8687,-0.3921,0.4929,92.3261,DV,SIP,TBT,16572,0.234,0.335,0.379,0.714,0.224,0.309,0.361,0.67
271,Dairon Blanco,798,31,132,37,13,4,4,31,7,6.1,24.2,4.2,0.7,0.282,125,-2.9113,4.1059,0.4887,94.2915,DAY,NB,STL,19779,0.317,0.362,0.524,0.886,0.193,0.246,0.246,0.492
272,Dylan Crews,98,22,132,12,8,5,3,12,3,8.3,19.7,3.3,0.641,0.325,76,1.9588,1.4922,0.4879,80.2193,avail,rook,rook,33541,0.243,0.333,0.459,0.792,0.207,0.267,0.305,0.572
273,Andrew McCutchen,9,37,515,66,50,18,20,3,2,11.3,25.8,4.7,0.739,0.331,337,-12.9579,-2.8614,0.4861,105.4856,RAM,CB,WWL,9847,0.2,0.319,0.375,0.694,0.244,0.332,0.424,0.756
274,Garrett Hampson,8479365,29,231,16,16,13,0,7,2,6.1,25.5,2.9,0.575,0.251,114,6.4501,1.4319,0.4826,58.7239,DV,NB,LWC,19262,0.226,0.282,0.322,0.604,0.235,0.267,0.276,0.543
275,Brett Baty*,5,24,171,15,16,3,4,0,0,9.4,24.6,3.5,0.633,0.28,92,2.2332,0.1074,0.4745,83.1771,HOM,HOB,OCG,26123,0.182,0.25,0.273,0.523,0.242,0.321,0.342,0.663
276,Trent Grisham*,8,27,209,21,31,8,9,1,1,10.5,27.3,3.5,0.675,0.312,134,0.7426,-1.0895,0.4732,91.4763,HAL,PP,RAH,18564,0.211,0.268,0.342,0.61,0.184,0.295,0.397,0.692
277,Will Brennan*,978,26,353,37,30,13,8,4,2,5.4,13.6,4.0,0.697,0.301,202,-5.9121,-0.4223,0.471,97.8431,HAL,OCS,GAP,25660,0.143,0.143,0.229,0.372,0.278,0.327,0.407,0.734
278,Jarred Kelenic*,78,24,449,49,44,18,15,7,2,7.1,29.6,3.9,0.679,0.309,274,-4.5173,1.7774,0.4589,85.5651,HAR,SLB,GDJ,22558,0.206,0.236,0.279,0.515,0.235,0.295,0.416,0.711
279,Pedro Pages,2,25,218,19,27,3,7,2,0,6.0,26.6,3.3,0.657,0.275,124,1.8978,-0.4052,0.457,83.4035,avail,rook,rook,25782,0.256,0.28,0.359,0.639,0.226,0.281,0.387,0.668
280,Miguel Andujar,7,29,319,31,30,14,4,3,2,4.1,13.2,4.0,0.697,0.287,178,-5.3266,-2.0502,0.4439,102.8542,GRF,avail,avail,15878,0.411,0.459,0.536,0.995,0.256,0.287,0.341,0.628
281,Ryan Bliss,4,24,71,10,9,3,2,5,3,7.0,31.0,3.3,0.687,0.321,51,1.7054,0.0327,0.4316,100.9107,avail,rook,rook,29547,0.233,0.324,0.533,0.857,0.212,0.257,0.273,0.53
282,Michael A. Taylor,87,33,300,35,21,9,5,12,1,7.7,35.0,2.6,0.543,0.272,164,9.5478,2.604,0.4299,49.886,HAL,avail,TBT,11489,0.196,0.262,0.348,0.61,0.192,0.249,0.26,0.509
283,Eguy Rosario,5,24,57,5,6,6,3,0,0,3.5,35.1,5.0,0.814,0.284,39,1.4198,-0.8918,0.4287,125.3131,DV,avail,LWC,19964,0.306,0.306,0.722,1.028,0.118,0.25,0.118,0.368
284,Emmanuel Rivera,53,28,302,24,29,9,5,2,0,8.6,22.8,3.7,0.655,0.319,166,0.2843,-0.8086,0.4286,85.7803,GH,avail,JFS,19890,0.239,0.312,0.363,0.675,0.237,0.312,0.329,0.641
285,Whit Merrifield,475,35,335,43,15,9,4,16,3,10.4,15.5,3.5,0.625,0.297,194,-1.6742,2.8511,0.4257,79.5073,TB,TT,NYZ,11281,0.206,0.292,0.318,0.61,0.231,0.322,0.312,0.634
286,David Peralta*,97,36,260,35,28,11,8,2,0,8.5,20.8,5.2,0.75,0.314,176,-8.6178,-0.5792,0.423,114.9101,HIG,WC,FMB,2136,0.2,0.385,0.25,0.635,0.273,0.329,0.431,0.76
287,Cesar Salazar*,2,28,32,5,8,2,0,0,0,6.3,18.8,6.4,0.787,0.341,28,1.7983,0.2553,0.4216,126.2653,avail,avail,avail,21587,0.286,0.375,0.286,0.661,0.333,0.391,0.444,0.835
288,Nick Ahmed,64,34,228,20,17,6,2,2,1,4.8,22.4,2.5,0.562,0.261,107,8.2763,-0.6082,0.4195,58.9283,HAR,avail,WWL,12147,0.278,0.333,0.354,0.687,0.198,0.225,0.26,0.485
289,Austin Hedges,2,31,146,12,15,3,2,2,0,4.1,34.2,1.5,0.423,0.164,66,13.2069,-0.6517,0.4145,19.7298,HIG,avail,avail,12976,0.217,0.25,0.267,0.517,0.097,0.165,0.181,0.346
290,Michael Toglia#,39,25,458,62,55,14,25,10,1,11.8,32.1,5.0,0.767,0.365,331,-11.3049,1.0754,0.4141,98.1555,GH,avail,BAB,25845,0.236,0.329,0.504,0.833,0.21,0.302,0.434,0.736
291,Jonathan Aranda*,34,26,143,22,14,7,6,0,0,8.4,22.4,4.6,0.738,0.363,97,-1.7302,-1.2021,0.4095,113.0237,GRF,NB,HAM,21837,0.176,0.263,0.294,0.557,0.243,0.315,0.45,0.765
292,Davis Schneider,74,25,454,48,46,19,13,6,0,10.4,31.7,3.5,0.625,0.297,273,-0.5242,-0.421,0.4094,80.3181,HAL,SLB,BAB,23565,0.165,0.239,0.289,0.528,0.203,0.301,0.366,0.667
293,Griffin Conine*,97,26,89,14,12,4,3,0,0,6.7,31.5,5.4,0.777,0.287,66,0.0492,-0.4968,0.4091,113.5767,avail,rook,rook,21626,0.3,0.333,0.45,0.783,0.258,0.324,0.452,0.776
294,Juan Yepez,3,26,249,32,26,15,6,2,1,7.2,16.9,4.7,0.764,0.3,161,-6.6976,-1.5726,0.4014,112.9829,BRA,avail,avail,18400,0.304,0.356,0.456,0.812,0.272,0.323,0.415,0.738
295,Thairo Estrada,4,28,381,43,47,15,9,2,2,2.6,19.9,2.6,0.59,0.264,213,7.1914,0.122,0.3791,64.1617,SV,PP,TBT,16426,0.187,0.219,0.297,0.516,0.227,0.256,0.359,0.615
296,Jared Triolo,5463,26,446,41,46,10,9,8,1,9.4,26.5,3.4,0.611,0.289,251,3.8342,-0.0075,0.378,71.8444,WHI,PP,SEA,25807,0.208,0.303,0.264,0.567,0.219,0.293,0.333,0.626
297,Garrett Stubbs*,2,31,187,18,11,4,1,5,0,9.1,26.7,3.1,0.558,0.249,97,4.1911,1.5955,0.3758,62.5523,STE,avail,avail,18067,0.235,0.328,0.235,0.563,0.195,0.281,0.274,0.555
298,Steward Berroa#,97,25,45,7,1,1,0,6,2,17.8,31.1,3.2,0.549,0.242,28,2.9671,0.5114,0.3739,73.6184,avail,rook,rook,22766,0.3,0.364,0.3,0.664,0.148,0.324,0.185,0.509
299,Nick Castellanos,9,32,659,80,86,30,23,6,2,6.2,21.1,4.6,0.742,0.335,445,-18.4043,-3.8489,0.3717,104.9614,CK,IR,JFS,11737,0.269,0.324,0.506,0.83,0.249,0.307,0.404,0.711
300,Casey Schmitt,465,25,113,11,16,4,6,0,0,3.5,22.1,4.6,0.76,0.31,75,-1.6354,0.2089,0.3664,108.97,PR,avail,BAB,27577,0.311,0.347,0.644,0.991,0.21,0.234,0.355,0.589
301,Austin Wynns,2,33,20,3,2,4,0,0,0,0.0,25.0,10.1,0.979,0.313,17,1.2358,0.0407,0.3619,165.3032,avail,avail,avail,15271,0.4,0.4,0.6,1.0,0.333,0.4,0.556,0.956
302,Weston Wilson,7594,29,98,13,10,7,3,3,0,8.2,29.6,6.3,0.836,0.312,73,-3.742,0.4398,0.3605,130.1168,avail,avail,avail,19358,0.341,0.412,0.614,1.026,0.227,0.277,0.364,0.641
303,Nasim Nunez#,6,23,78,14,1,1,0,8,2,15.4,19.2,4.0,0.632,0.262,53,1.8356,-0.2878,0.3476,91.6476,avail,rook,rook,25979,0.28,0.4,0.32,0.72,0.222,0.349,0.222,0.571
304,Gary Sanchez,23,31,280,30,37,7,11,0,0,9.6,27.1,3.9,0.699,0.315,175,-3.4107,-1.2359,0.3438,95.9769,RM,TBD,WAW,11442,0.212,0.294,0.423,0.717,0.227,0.317,0.369,0.686
305,Bligh Madris*,3,28,75,8,5,3,1,0,0,8.0,26.7,4.6,0.682,0.289,42,1.0423,-0.0646,0.3315,96.8787,avail,avail,avail,20054,0.0,0.0,0.0,0.0,0.273,0.329,0.364,0.693
306,Kevin Kiermaier*,8,34,281,31,26,9,5,6,2,4.3,30.6,2.3,0.55,0.233,154,8.6859,-0.0703,0.3243,54.2817,CC,KR,NYZ,11038,0.157,0.232,0.196,0.428,0.207,0.239,0.341,0.58
307,Tyler Freeman,8645,25,383,48,32,14,7,11,6,7.3,13.8,2.9,0.626,0.303,219,-2.3152,-0.3272,0.3238,84.0508,ALA,SB,FMB,22532,0.184,0.304,0.298,0.602,0.222,0.306,0.333,0.639
308,Heston Kjerstad*,79,25,114,8,14,2,4,1,0,8.8,28.9,5.5,0.745,0.301,73,-2.678,-0.1955,0.3128,116.1192,BRA,WC,GDJ,31166,0.375,0.375,0.438,0.813,0.229,0.347,0.386,0.733
309,Josh Jung,5,26,188,19,16,5,7,4,0,4.3,25.5,4.7,0.719,0.296,115,-4.044,0.2617,0.3098,102.3955,HAR,HOB,TBT,26299,0.273,0.351,0.394,0.745,0.262,0.285,0.428,0.713
310,Tyler Soderstrom*,3,22,213,18,26,10,9,0,0,9.4,24.9,4.3,0.744,0.348,132,-5.7894,-1.8095,0.3094,114.342,RM,VM,HAM,27467,0.3,0.364,0.4,0.764,0.225,0.309,0.432,0.741
311,Nick Sogard#,456,26,86,13,8,4,0,3,0,8.1,29.1,3.6,0.651,0.309,52,1.6042,0.367,0.3075,81.0926,avail,rook,rook,25483,0.25,0.316,0.312,0.628,0.279,0.328,0.328,0.656
312,Bo Bichette,6,26,336,29,31,16,4,5,1,6.0,19.0,2.7,0.599,0.302,171,3.4521,-0.3982,0.3041,70.5824,DAY,WC,WAW,19612,0.153,0.194,0.186,0.38,0.242,0.296,0.353,0.649
313,Billy Cook,3879,25,49,5,8,2,3,1,0,0.0,38.8,3.6,0.673,0.283,33,2.3454,0.2049,0.3028,78.6638,avail,rook,rook,29573,0.4,0.4,0.8,1.2,0.179,0.179,0.359,0.538
314,David Bote,54,31,48,4,6,4,0,0,0,4.2,27.1,4.7,0.724,0.271,29,0.7115,0.2317,0.2952,105.5268,avail,rook,rook,14593,0.29,0.312,0.419,0.731,0.333,0.375,0.333,0.708
315,Jon Berti,54,34,74,10,6,0,1,5,1,8.1,18.9,4.0,0.66,0.31,46,-0.1595,0.9687,0.2924,94.749,ROC,VM,FMB,12037,0.259,0.31,0.259,0.569,0.282,0.364,0.359,0.723
316,Daniel Schneemann*,685947,27,221,17,22,10,5,3,2,11.3,31.7,4.0,0.671,0.279,130,0.1014,-2.7965,0.2917,92.6965,avail,rook,rook,25180,0.355,0.444,0.548,0.992,0.191,0.276,0.333,0.609
317,Nolan Gorman*,4,24,402,42,50,15,19,6,1,8.5,37.6,3.8,0.671,0.312,257,-3.4786,-0.6921,0.2889,86.6513,HOM,MVR,BAB,22263,0.2,0.257,0.362,0.619,0.204,0.277,0.415,0.692
318,Yoan Moncada#,5,29,45,4,0,3,0,1,0,11.1,24.4,4.8,0.756,0.308,24,0.3838,-0.1161,0.2745,117.2984,CAM,TBD,MBL,17232,0.125,0.222,0.125,0.347,0.312,0.389,0.469,0.858
319,Chadwick Tromp,2,29,54,3,6,6,0,0,0,1.9,31.5,2.8,0.624,0.255,27,2.9286,-0.0037,0.273,67.7943,avail,avail,avail,16953,0.154,0.154,0.231,0.385,0.282,0.293,0.41,0.703
320,Christian Bethancourt,2,32,147,18,22,7,5,3,0,3.4,24.5,2.9,0.608,0.274,95,3.263,0.4732,0.271,65.8304,STE,TT,JFS,10028,0.24,0.255,0.44,0.695,0.191,0.234,0.326,0.56
321,Eric Haase,2,31,69,10,14,1,5,0,0,4.3,40.6,6.0,0.819,0.311,56,0.0761,-1.8117,0.2699,124.8645,HAL,SR,avail,14111,0.3,0.364,0.75,1.114,0.261,0.277,0.413,0.69
322,Amed Rosario,9465,28,346,29,32,18,3,13,5,2.6,21.1,3.8,0.686,0.281,195,-7.7954,0.6805,0.2691,96.175,CAM,VM,SEA,15518,0.294,0.325,0.412,0.737,0.272,0.295,0.362,0.657
323,Stone Garrett,0,28,6,2,3,1,1,0,0,16.7,0.0,65.3,2.067,0.799,12,-0.108,0.0797,0.2673,436.8724,WHI,WAU,JFS,19273,0.5,0.6,1.25,1.85,1.0,1.0,2.0,3.0
324,Austin Shenton*,3,26,50,3,3,5,1,0,0,16.0,28.0,4.8,0.745,0.289,29,-0.035,-0.2075,0.2634,119.6894,avail,rook,rook,25425,0.0,0.0,0.0,0.0,0.22,0.347,0.415,0.762
325,Zach Remillard,4567,30,39,3,1,1,0,1,0,12.8,25.6,4.1,0.675,0.298,21,1.1291,0.1572,0.2562,97.6422,RAM,avail,avail,19788,0.25,0.318,0.35,0.668,0.231,0.375,0.308,0.683
326,James McCann,2,34,233,27,31,9,8,1,0,5.6,24.0,3.8,0.667,0.315,146,-0.9577,-1.5097,0.2509,89.2362,ROC,WC,avail,12859,0.212,0.238,0.4,0.638,0.246,0.302,0.381,0.683
327,Jorge Polanco#,4,30,468,43,45,11,16,4,2,9.8,29.3,3.3,0.653,0.311,256,-7.5651,-1.4989,0.2404,92.0966,SV,IR,JFS,13152,0.25,0.285,0.379,0.664,0.198,0.301,0.345,0.646
328,Blake Sabol*,2,26,38,3,1,2,0,0,0,13.2,23.7,6.9,0.796,0.331,22,-0.4,-0.0074,0.2239,128.8231,TB,SR,WWL,25805,0.25,0.25,0.25,0.5,0.321,0.441,0.393,0.834
329,Alexander Canario,79,24,28,4,2,1,1,1,0,7.1,39.3,6.6,0.797,0.299,20,0.2468,0.0256,0.2214,128.0436,SV,avail,SEA,22842,0.375,0.375,0.5,0.875,0.235,0.35,0.412,0.762
330,Stuart Fairchild,897,28,233,33,30,8,8,13,1,7.3,25.8,4.0,0.654,0.3,166,-0.4638,1.1387,0.2158,77.2329,DAY,avail,LWC,20321,0.273,0.35,0.436,0.786,0.152,0.213,0.293,0.506
331,Austin Hays,7,28,255,26,20,18,5,2,2,3.5,23.1,4.2,0.699,0.288,150,-5.6821,-0.1083,0.2077,97.8317,HAR,TBD,MBL,19363,0.354,0.404,0.537,0.941,0.203,0.248,0.32,0.568
332,Drew Millas#,2,26,62,7,1,1,1,4,0,8.1,25.8,3.8,0.622,0.266,33,0.4725,1.0863,0.207,78.1591,ROC,avail,avail,25643,0.133,0.235,0.133,0.368,0.286,0.333,0.381,0.714
333,Buddy Kennedy,45,25,26,3,6,1,1,1,0,15.4,26.9,4.7,0.689,0.395,21,1.2663,-0.0007,0.2016,94.599,avail,avail,avail,22505,0.091,0.286,0.182,0.468,0.3,0.333,0.6,0.933
334,Kyle McCann*,2,26,157,13,15,4,5,0,0,10.2,37.6,4.3,0.689,0.28,90,-0.914,-2.7397,0.1978,101.8714,avail,rook,rook,25575,0.111,0.2,0.111,0.311,0.244,0.327,0.389,0.716
335,Luis Urias,5,27,109,11,16,7,4,0,0,8.3,31.2,4.0,0.697,0.316,73,-2.2852,-0.4123,0.1931,107.4877,CK,avail,OBS,16622,0.17,0.291,0.447,0.738,0.213,0.315,0.34,0.655
336,TJ Friedl*,8,28,341,35,55,5,13,9,1,7.6,15.2,4.5,0.69,0.295,237,-6.7851,1.9949,0.1918,88.4586,GRF,WAU,WWL,19522,0.209,0.338,0.313,0.651,0.23,0.301,0.4,0.701
337,Eli White,978,30,42,8,4,1,1,2,1,2.4,28.6,4.5,0.769,0.275,30,0.2978,0.0743,0.1907,103.7611,avail,avail,avail,19346,0.364,0.364,0.636,1.0,0.25,0.323,0.357,0.68
338,Romy Gonzalez,436598,27,216,25,29,10,6,11,3,5.6,26.9,4.3,0.723,0.315,147,-4.3101,-0.2863,0.1851,96.7178,avail,avail,avail,21562,0.302,0.362,0.517,0.879,0.217,0.221,0.277,0.498
339,Mason McCoy,6,29,57,7,3,2,0,1,0,8.8,33.3,2.2,0.523,0.239,29,2.0309,0.8203,0.177,55.4739,avail,avail,avail,22232,0.2,0.273,0.2,0.473,0.205,0.279,0.256,0.535
340,Jose Herrera#,2,27,114,11,13,4,1,0,0,7.9,23.7,3.2,0.61,0.251,69,2.2039,-0.2688,0.1728,70.2366,RAM,PP,avail,17040,0.212,0.25,0.273,0.523,0.234,0.31,0.344,0.654
341,Jung Hoo Lee*,8,25,158,15,8,4,2,2,3,6.3,8.2,3.5,0.641,0.324,77,-0.355,-0.1578,0.1602,83.081,avail,rook,rook,33824,0.227,0.239,0.295,0.534,0.277,0.339,0.347,0.686
342,Derek Hill,879,28,172,19,25,4,7,6,2,2.9,32.6,3.8,0.691,0.296,116,-2.102,0.3152,0.1574,88.3802,avail,avail,avail,16947,0.306,0.348,0.645,0.993,0.2,0.221,0.28,0.501
343,Reese McGuire*,2,29,158,10,18,3,3,3,0,8.2,24.7,2.8,0.575,0.285,81,3.7525,-0.2425,0.1569,59.8545,STE,WC,RAH,15674,0.167,0.2,0.333,0.533,0.215,0.292,0.289,0.581
344,Jo Adell,98,25,451,54,62,15,20,15,10,7.8,27.9,3.4,0.682,0.317,297,-5.4785,-3.051,0.1508,90.226,BRA,SLB,JFS,20220,0.245,0.295,0.582,0.877,0.195,0.275,0.345,0.62
345,Cavan Biggio*,4539,29,224,27,19,5,5,2,0,10.7,32.1,3.6,0.617,0.259,133,-2.3487,0.4322,0.1502,84.3775,GNB,VM,WWL,19252,0.214,0.312,0.214,0.526,0.194,0.314,0.319,0.633
346,Diego Castillo,5,26,8,3,2,1,0,0,0,25.0,12.5,11.9,1.0,0.409,10,0.1579,0.1642,0.1492,193.4857,avail,avail,avail,19906,0.333,0.5,0.667,1.167,0.333,0.5,0.333,0.833
347,Tomas Nido,2,30,140,14,12,4,4,0,0,3.6,25.0,2.3,0.534,0.281,70,6.0377,-0.6259,0.1476,48.3673,avail,avail,avail,13755,0.136,0.188,0.159,0.347,0.221,0.236,0.395,0.631
348,Matt Duffy,5,33,10,2,0,0,0,0,0,20.0,10.0,7.5,0.786,0.479,7,0.3888,0.0485,0.1451,155.4629,avail,avail,avail,13836,0.5,0.667,0.5,1.167,0.0,0.25,0.0,0.25
349,Dominic Smith*,3,29,307,33,34,22,6,1,1,9.1,24.8,4.0,0.691,0.299,190,-4.352,-1.8525,0.1444,92.7236,GH,SR,FMB,15653,0.234,0.28,0.383,0.663,0.232,0.319,0.377,0.696
350,Matthew Batten,0,29,3,0,0,0,0,0,0,0.0,0.0,13.5,1.333,0.284,3,0.5304,0.19,0.1403,250.0381,ROC,avail,avail,20157,0.0,0.0,0.0,0.0,0.5,0.5,1.5,2.0
351,Spencer Torkelson,3,24,381,45,37,21,10,0,0,8.7,27.6,3.8,0.669,0.284,231,-6.7825,-1.1918,0.1387,92.2401,WHI,WC,MMA,27465,0.235,0.292,0.506,0.798,0.215,0.296,0.333,0.629
